b0e85aa2,500,10,98.00,2.96
a7f0933c,500,10,98.00,2.94
28358093,500,157,68.60,3.08
078c2bc7,50,50,0.00,2.99
8cc66412,50,50,0.00,2.98
d32cac65,50,50,0.00,2.95
0f7e1865,50,50,0.00,2.49
1f88b70d,50,50,0.00,2.20
fd63e826,200,154,23.00,3.02
4d5620b0,500,152,69.60,2.99
f2a5e48f,100,153,-53.00,3.01
f20740e4,200,16,92.00,2.69
76e48f81,200,200,0.00,3.04
